instagram_post,source_path,mentioned_handles,matched_workbook_handles,suggested_place_names,suggested_workbook_rows,suggested_site_ids,image_count,review_status,notes
post-237,content/instagram/post-237.md,thatbrewery,thatbrewery,THAT Brewery - Cottonwood,141,,0,strong_handle_match,Review caption and images before accepting relationship.
post-238,content/instagram/post-238.md,fieldsandivybrewery,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-239,content/instagram/post-239.md,hopkinsordinary | woolypigfarmbrewery | abolitionistaleworks,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-240,content/instagram/post-240.md,,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-241,content/instagram/post-241.md,,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-242,content/instagram/post-242.md,dogfishhead | dogfishinn,dogfishhead,Dogfish Head Craft Brewery,1718,,0,strong_handle_match,Review caption and images before accepting relationship.
post-243,content/instagram/post-243.md,,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-244,content/instagram/post-244.md,simrellcollection,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-245,content/instagram/post-245.md,,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-246,content/instagram/post-246.md,cbd.apicalgreens,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-247,content/instagram/post-247.md,dampfwerkdistillery,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-248,content/instagram/post-248.md,portcitybrew | j_hara226 | portcitybill,,,,,2,no_workbook_handle_match,Review caption and images before accepting relationship.
post-249,content/instagram/post-249.md,madknightbrewing,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-250,content/instagram/post-250.md,abolitionistaleworks,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-251,content/instagram/post-251.md,dildobrewingcompany | abinbev,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-252,content/instagram/post-252.md,,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-253,content/instagram/post-253.md,stilesandbates,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-254,content/instagram/post-254.md,thewaystation,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-255,content/instagram/post-255.md,michaelianblack,,,,,6,no_workbook_handle_match,Review caption and images before accepting relationship.
post-256,content/instagram/post-256.md,redeyeflightcontrol,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-257,content/instagram/post-257.md,davina.darling | justvanness,justvanness,Vanness Pens,105,,0,strong_handle_match,Review caption and images before accepting relationship.
post-258,content/instagram/post-258.md,brbrewpub,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-259,content/instagram/post-259.md,ocbeer,,,,,5,no_workbook_handle_match,Review caption and images before accepting relationship.
post-260,content/instagram/post-260.md,,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-261,content/instagram/post-261.md,pizzahut,,,,,2,no_workbook_handle_match,Review caption and images before accepting relationship.
post-262,content/instagram/post-262.md,puffitup | tahoe_toker | pit_viper,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-263,content/instagram/post-263.md,lastprisonerproject,,,,,2,no_workbook_handle_match,Review caption and images before accepting relationship.
post-264,content/instagram/post-264.md,blacksprucebeer,,,,,2,no_workbook_handle_match,Review caption and images before accepting relationship.
post-265,content/instagram/post-265.md,,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-266,content/instagram/post-266.md,nutsnboltsbeer,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-267,content/instagram/post-267.md,simplyelegantglass,simplyelegantglass,simply elegant glass,7971,,0,strong_handle_match,Review caption and images before accepting relationship.
post-268,content/instagram/post-268.md,dogfishinn,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-269,content/instagram/post-269.md,billetboxvapor,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-270,content/instagram/post-270.md,thewaystation,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-271,content/instagram/post-271.md,pizzahut,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-272,content/instagram/post-272.md,,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-273,content/instagram/post-273.md,twistedbarley | that_craig_guy_13 | newenglandbrewing,that_craig_guy_13,Craig Gilbert,7967,,2,strong_handle_match,Review caption and images before accepting relationship.
post-274,content/instagram/post-274.md,lacrossedistillingco,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-275,content/instagram/post-275.md,preciousthingsbeer,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-276,content/instagram/post-276.md,thewaystation,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-277,content/instagram/post-277.md,puffitup,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-278,content/instagram/post-278.md,grandten,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-279,content/instagram/post-279.md,,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-280,content/instagram/post-280.md,thewaystation,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-281,content/instagram/post-281.md,,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-282,content/instagram/post-282.md,reefersbay,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-283,content/instagram/post-283.md,astriafarmdelta8,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-284,content/instagram/post-284.md,napapalisades,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-285,content/instagram/post-285.md,dogfishinn,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-286,content/instagram/post-286.md,dogfishinn,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-287,content/instagram/post-287.md,,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-288,content/instagram/post-288.md,lastprisonerproject,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-289,content/instagram/post-289.md,preciousthingsbeer,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-290,content/instagram/post-290.md,ocbeer,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-291,content/instagram/post-291.md,runningtomaine | nutsnboltsbeer | andre3000,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-292,content/instagram/post-292.md,yolobrew,,,,,2,no_workbook_handle_match,Review caption and images before accepting relationship.
post-293,content/instagram/post-293.md,thewaystation,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-294,content/instagram/post-294.md,trafficjamdetroit | k.evin.j.oy,,,,,2,no_workbook_handle_match,Review caption and images before accepting relationship.
post-295,content/instagram/post-295.md,headlessmumbybrewing,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-296,content/instagram/post-296.md,galusaurus | thewaystation,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-297,content/instagram/post-297.md,,,,,,2,no_workbook_handle_match,Review caption and images before accepting relationship.
post-298,content/instagram/post-298.md,flyinglionbrewing,,,,,2,no_workbook_handle_match,Review caption and images before accepting relationship.
post-299,content/instagram/post-299.md,flyinglionbrewing,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-300,content/instagram/post-300.md,cloudalchemist | 13virtuesbrew | abnormalbeerco,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-301,content/instagram/post-301.md,13virtuesbrew | longjohnsilvers,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-302,content/instagram/post-302.md,,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-303,content/instagram/post-303.md,hueyglassgallery | alecblowsglass,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-304,content/instagram/post-304.md,lastprisonerproject | idrawpenplotter | krishnainks | paper_mate | sharpie | rohrerundklingner_official,,,,,4,no_workbook_handle_match,Review caption and images before accepting relationship.
post-305,content/instagram/post-305.md,lakefrontbrewery,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-306,content/instagram/post-306.md,tapsfishhouse,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-307,content/instagram/post-307.md,thatbrewery,thatbrewery,THAT Brewery - Cottonwood,141,,0,strong_handle_match,Review caption and images before accepting relationship.
post-308,content/instagram/post-308.md,puffitup,,,,,3,no_workbook_handle_match,Review caption and images before accepting relationship.
post-309,content/instagram/post-309.md,,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-310,content/instagram/post-310.md,newglarusbrewing,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-311,content/instagram/post-311.md,honolulubeer,,,,,4,no_workbook_handle_match,Review caption and images before accepting relationship.
post-312,content/instagram/post-312.md,tinder | nutsnboltsbeer | cambrewingco | brattletheatre,,,,,3,no_workbook_handle_match,Review caption and images before accepting relationship.
post-313,content/instagram/post-313.md,saintanthonyindustries,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-314,content/instagram/post-314.md,smogcitybeer | fourloko,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-315,content/instagram/post-315.md,,,,,,4,no_workbook_handle_match,Review caption and images before accepting relationship.
post-316,content/instagram/post-316.md,madknightbrewing,,,,,6,no_workbook_handle_match,Review caption and images before accepting relationship.
post-317,content/instagram/post-317.md,sherbetglassart | sherbetscoops,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-318,content/instagram/post-318.md,nocto_yla | silvercitybrewery,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-319,content/instagram/post-319.md,treasuredletter | baconqueen_911,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-320,content/instagram/post-320.md,pizzahut,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-321,content/instagram/post-321.md,,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-322,content/instagram/post-322.md,flawlessvapeshop,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-323,content/instagram/post-323.md,r.randomactsofcards | ryeled_up,,,,,2,no_workbook_handle_match,Review caption and images before accepting relationship.
post-324,content/instagram/post-324.md,,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-325,content/instagram/post-325.md,pokkapens | riteintherain,,,,,7,no_workbook_handle_match,Review caption and images before accepting relationship.
post-326,content/instagram/post-326.md,,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-327,content/instagram/post-327.md,r.randomactsofcards,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-328,content/instagram/post-328.md,myuwell,,,,,2,no_workbook_handle_match,Review caption and images before accepting relationship.
post-329,content/instagram/post-329.md,pizzahut,,,,,4,no_workbook_handle_match,Review caption and images before accepting relationship.
post-330,content/instagram/post-330.md,,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-331,content/instagram/post-331.md,,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-332,content/instagram/post-332.md,lakefrontbrewery,,,,,2,no_workbook_handle_match,Review caption and images before accepting relationship.
post-333,content/instagram/post-333.md,nectarcollector710,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-334,content/instagram/post-334.md,terrapinbeerco,terrapinbeerco,Terrapin Beer Co,2051,terrapin-beer-co,4,strong_handle_match,Review caption and images before accepting relationship.
post-335,content/instagram/post-335.md,,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-336,content/instagram/post-336.md,pizzahut,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-337,content/instagram/post-337.md,usps.official,,,,,4,no_workbook_handle_match,Review caption and images before accepting relationship.
post-338,content/instagram/post-338.md,405brewing | rlove2187,405brewing,(405) Brewing Co,5616,,0,strong_handle_match,Review caption and images before accepting relationship.
post-339,content/instagram/post-339.md,chatgpt | kanpurwriters | 3rdplanetbrewing,,,,,0,no_workbook_handle_match,Review caption and images before accepting relationship.
post-340,content/instagram/post-340.md,,,,,,1,no_workbook_handle_match,Review caption and images before accepting relationship.
post-341,content/instagram/post-341.md,that_craig_guy_13,that_craig_guy_13,Craig Gilbert,7967,,1,strong_handle_match,Review caption and images before accepting relationship.
post-342,content/instagram/post-342.md,,,,,,1,no_workbook_handle_match,Review caption and images before accepting relationship.
post-343,content/instagram/post-343.md,,,,,,1,no_workbook_handle_match,Review caption and images before accepting relationship.
post-344,content/instagram/post-344.md,bigdillystyle21,,,,,1,no_workbook_handle_match,Review caption and images before accepting relationship.
post-345,content/instagram/post-345.md,,,,,,1,no_workbook_handle_match,Review caption and images before accepting relationship.
post-346,content/instagram/post-346.md,,,,,,1,no_workbook_handle_match,Review caption and images before accepting relationship.
post-347,content/instagram/post-347.md,,,,,,1,no_workbook_handle_match,Review caption and images before accepting relationship.
post-348,content/instagram/post-348.md,,,,,,1,no_workbook_handle_match,Review caption and images before accepting relationship.
post-349,content/instagram/post-349.md,,,,,,1,no_workbook_handle_match,Review caption and images before accepting relationship.
post-350,content/instagram/post-350.md,,,,,,1,no_workbook_handle_match,Review caption and images before accepting relationship.
post-351,content/instagram/post-351.md,,,,,,1,no_workbook_handle_match,Review caption and images before accepting relationship.
post-352,content/instagram/post-352.md,,,,,,1,no_workbook_handle_match,Review caption and images before accepting relationship.
post-353,content/instagram/post-353.md,,,,,,1,no_workbook_handle_match,Review caption and images before accepting relationship.
post-354,content/instagram/post-354.md,,,,,,1,no_workbook_handle_match,Review caption and images before accepting relationship.
post-355,content/instagram/post-355.md,,,,,,1,no_workbook_handle_match,Review caption and images before accepting relationship.
post-356,content/instagram/post-356.md,,,,,,1,no_workbook_handle_match,Review caption and images before accepting relationship.
post-357,content/instagram/post-357.md,,,,,,1,no_workbook_handle_match,Review caption and images before accepting relationship.
post-358,content/instagram/post-358.md,,,,,,1,no_workbook_handle_match,Review caption and images before accepting relationship.
post-359,content/instagram/post-359.md,,,,,,1,no_workbook_handle_match,Review caption and images before accepting relationship.
post-360,content/instagram/post-360.md,,,,,,1,no_workbook_handle_match,Review caption and images before accepting relationship.
